Stock,Buy Date,Duration,Sell Price,Return Rate
부방,2009-03-23,1,411,-6.802721088435375
부방,2009-08-04,4,491,-3.9138943248532287
부방,2015-06-24,51,6240,-13.800248653128886
YG PLUS,2007-08-24,26,2840,-8.239095315024231
신도기연,2023-01-16,1,6060,-3.349282296650718
새로닉스,2005-03-10,3,1480,-5.7324840764331215
새로닉스,2017-11-06,1,7100,5.185185185185185
더라미,2001-03-30,1,49469092,-1.9435163672694413
남해화학,2010-09-30,1,17900,0.0
남해화학,2013-07-04,20,7570,-6.888068880688807
알에프텍,2004-11-16,1,3146,0.0
알에프텍,2007-05-29,28,2419,-0.6978653530377669
알에프텍,2010-03-09,24,4087,-10.156078258958011
알에프텍,2014-12-30,68,5729,22.99270072992701
프레스티지바이오파마,2023-01-18,1,8250,-0.9603841536614646
스카이문스테크놀로지,2007-02-21,1,6690,-0.8888888888888888
스카이문스테크놀로지,2011-09-05,1,2300,-8.73015873015873
에이펙스인텍,2019-07-26,2,11250,-16.666666666666664
에이펙스인텍,2021-02-05,19,8860,-19.454545454545453
에이펙스인텍,2022-12-02,1,7650,-14.905450500556173
신성델타테크,2021-09-03,19,15250,-15.745856353591158
큐러블,2014-07-14,1,3600,-5.263157894736842
큐러블,2020-04-08,1,3075,14.100185528756956
큐러블,2022-09-21,3,8850,-7.03781512605042
큐러블,2023-04-21,3,7100,-15.676959619952493
서호전기,2019-06-11,1,22200,-2.631578947368421
EMB,2021-04-26,2,5800,-8.227848101265822
넥슨게임즈,2020-06-24,1,7880,-1.6229712858926344
코스모신소재,2013-04-25,1,3993,-0.37425149700598803
코스모신소재,2022-10-20,1,60949,-2.8345050775583083
HB테크놀러지,2006-11-28,9,3850,-8.1145584725537
HB테크놀러지,2009-03-24,1,550,0.0
HB테크놀러지,2013-10-04,1,1845,2.5
블루탑,2019-11-06,1,38400,-2.9077117572692797
SHD,2000-08-09,1,5197,-3.7948907811921515
아우딘퓨쳐스,2022-12-13,24,2750,-11.43317230273752
대호특수강,2010-03-11,17,10950,-7.281964436917867
메타랩스,2010-12-27,1,89855,-3.2516823687752354
아미노로직스,2007-06-15,2,4745,-14.673619852544507
광무,2019-06-21,7,6025,-10.141685309470544
웅진씽크빅,2020-01-02,1,2699,-3.881766381766382
영풍,2003-06-23,1,46600,-0.4273504273504274
영풍,2008-04-18,36,440000,-3.7199124726477026
와이엔텍,2007-11-28,1,5615,-12.11457192048834
와이엔텍,2019-05-23,1,8090,-3.1137724550898205
녹십자,2000-05-08,1,25447,-1.4293461419274869
녹십자,2001-08-01,29,27431,-9.843554854400843
진매트릭스,2012-02-16,12,1713,-8.493589743589745
동화약품,2000-03-28,4,2798,-12.343358395989974
삼화콘덴서공업,2006-02-14,1,2050,-5.963302752293578
삼화콘덴서공업,2007-05-28,7,3780,-5.025125628140704
종근당홀딩스,2003-11-18,1,2128,-2.8753993610223643
종근당홀딩스,2008-04-22,1,15072,1.4198236996164457
보해양조,2004-03-22,1,471,0.8565310492505354
보해양조,2004-10-08,1,525,-3.4926470588235294
유니슨,2004-07-07,1,2669,-8.938928693278744
유니슨,2005-08-01,12,6931,-8.802631578947368
SCI평가정보,2003-01-28,1,1754,-10.601427115188583
SCI평가정보,2006-01-16,1,795,3.9215686274509802
비트컴퓨터,2009-09-18,7,3380,-11.448781765784648
비트컴퓨터,2011-12-12,3,3239,-8.399321266968327
비트컴퓨터,2021-06-01,1,10000,-0.4975124378109453
심텍홀딩스,2008-12-11,1,1058,-6.948109058927001
심텍홀딩스,2010-06-22,1,5470,1.3150583441378034
이건산업,2015-05-21,1,25650,0.7858546168958742
유화증권,2002-10-21,1,1360,-0.7299270072992701
대창솔루션,2013-09-23,1,499,0.6048387096774194
대창솔루션,2019-11-04,1,468,-0.847457627118644
에스폴리텍,2020-08-31,18,6890,-9.461235216819974
알로이스,2020-06-24,3,1022,-7.678410117434507
진양제약,2015-06-25,2,7150,-7.979407979407979
진양제약,2021-08-24,2,7620,-8.960573476702509
안트로젠,2018-05-30,1,144600,6.952662721893491
PN풍년,2005-04-14,13,360,-10.0
PN풍년,2009-07-14,1,890,1.8306636155606408
코맥스,2003-06-17,1,1622,-1.4580801944106925
코맥스,2009-06-29,57,1163,11.398467432950191
제닉,2018-01-19,83,16250,25.968992248062015
한솔테크닉스,2019-07-25,1,7090,1.5759312320916905
셀루메드,2018-01-02,1,12866,0.0
DGP,2005-12-28,1,8563030,-7.216359682436832
DGP,2013-10-31,1,43590,3.3918406072106264
이브이파킹서비스,2023-10-13,1,2220,14.788004136504654
선도전기,2007-08-09,39,3374,8.314606741573034
선도전기,2009-12-04,11,2855,-8.051529790660226
선도전기,2011-09-05,1,2065,-7.399103139013453
SG세계물산,2001-08-07,1,260,-0.38314176245210724
SG세계물산,2015-11-24,1,1400,1.083032490974729
진도,2007-06-15,2,5370,-7.141621995504063
진도,2009-01-23,1,1652,-5.868945868945869
진도,2020-08-07,1,2630,-0.18975332068311196
하이트론씨스템즈,2011-07-07,1,5072,11.644287915474356
하이트론씨스템즈,2015-11-26,1,4790,-1.2981660828353596
금호석유화학,2007-08-30,1,73800,0.40816326530612246
서플러스글로벌,2022-02-08,1,4650,9.799291617473434
이랜텍,2010-05-17,1,5132,-7.280939476061428
이랜텍,2021-12-28,1,12600,4.564315352697095
중앙백신,2016-11-10,1,23406,8.446462493629245
중앙백신,2019-04-08,28,19300,-9.389671361502346
기업은행,2011-05-25,26,18650,-0.5333333333333333
파마리서치바이오,2017-02-14,1,21850,-7.6109936575052854
네오리진,2015-06-12,1,1780,2.5936599423631126
프리엠스,2003-09-09,6,1670,-7.222222222222221
프리엠스,2017-10-30,1,7020,0.14265335235378032
세운메디칼,2011-12-13,1,4720,-0.21141649048625794
삼익THK,2009-09-23,1,2230,-2.832244008714597
삼익THK,2011-07-06,1,10150,0.49504950495049505
삼익THK,2014-11-10,6,9070,-3.715498938428875
한세실업,2012-02-06,1,7710,1.0484927916120577
한세실업,2015-10-06,4,55200,-9.508196721311474
SNT모티브,2020-07-13,56,54200,29.355608591885442
노드메이슨,2022-09-21,1,8290,1.221001221001221
강스템바이오텍,2018-11-08,1,14878,-3.907511464186527
한화오션,2005-05-26,1,8884,3.098526169200418
초록뱀미디어,2009-06-25,18,39220,-5.653115227327399
초록뱀미디어,2012-01-10,1,22470,0.44702726866338843
초록뱀미디어,2014-07-21,1,15360,-2.1032504780114722
와이오엠,2007-01-09,4,1590927,-7.940456557590488
KISCO홀딩스,2000-08-16,6,952,-6.391347099311701
예스코홀딩스,2000-08-14,1,12950,4.016064257028113
하나머티리얼즈,2020-09-11,1,25200,0.0
하나머티리얼즈,2023-01-06,1,37300,0.6747638326585695
하나머티리얼즈,2023-03-20,1,38800,-1.2722646310432568
진성티이씨,2001-03-30,1,1093,-0.2737226277372263
진성티이씨,2008-07-24,1,14465,0.0
휴맥스홀딩스,2020-12-21,3,4495,-10.813492063492063
이수스페셜티케미컬,2024-01-26,55,317000,79.50169875424689
우진비앤지,2022-05-17,18,2055,-9.670329670329672
케이피티유,2003-06-02,1,950,-4.040404040404041
케이피티유,2009-06-12,4,2135,-7.575757575757576
TPC,2007-01-10,1,897,5.1582649472450175
TPC,2007-05-17,1,1139,-2.9812606473594547
TPC,2022-02-25,6,4220,-7.15071507150715
TPC,2024-03-19,1,3860,-1.7811704834605597
알루코,2015-11-13,1,7210,-2.1709633649932156
대한광통신,2011-12-08,1,1832,4.387464387464387
엠씨넥스,2023-03-08,1,32100,-1.3824884792626728
대동고려삼,2016-02-18,1,11000,0.0
대동고려삼,2020-10-07,1,5300,-1.1194029850746268
에스제이지세종,2011-06-15,36,17450,-8.638743455497382
스맥,2020-07-13,1,2030,-0.975609756097561
에이루트,2012-09-03,10,1589,-7.454863133372161
대동금속,2010-10-08,1,6573,11.976149914821125
신라교역,2000-08-17,1,2783,-7.233333333333333
아이디스홀딩스,2016-06-01,1,16550,-0.6006006006006006
한샘,2021-02-09,1,108500,1.4018691588785046
한샘,2023-01-10,1,48500,0.726895119418484
바이오니아,2007-07-25,6,4274,-8.753202391118702
바이오니아,2020-03-02,1,7050,-0.9831460674157303
바이오니아,2023-04-06,12,46950,-7.213438735177865
강원랜드,2015-07-09,1,38650,-0.3865979381443299
조광피혁,2000-08-17,1,3865,-5.269607843137255
조광피혁,2002-05-24,1,7860,-1.8726591760299627
APS,2011-08-18,1,10543,-11.559432933478735
파나케이아,2009-09-08,6,18234,-7.722672064777328
웨이브일렉트로,2015-11-30,4,21913,-7.5400843881856545
제일파마홀딩스,2010-12-03,20,10040,-11.852502194907814
청호ICT,2000-08-17,1,15168,0.0
청호ICT,2009-03-17,1,12479,0.8241092348711319
타스컴,2022-08-16,3,18500,-1.5957446808510638
파세코,2012-12-14,1,1620,-2.4096385542168677
파세코,2020-04-06,1,6622,-1.4583333333333333
하이소닉,2013-02-13,1,37039,4.223647926163544
제이엠멀티,2023-05-08,1,3185,-14.953271028037381
미래엔에듀파트너,2015-08-27,1,3710,-5.597964376590331
미래엔에듀파트너,2016-08-03,1,2970,-14.899713467048711
현대바이오랜드,2009-10-14,1,6575,-0.3787878787878788
STX엔진,2017-07-21,1,17850,0.847457627118644
에이티넘인베스트,2008-07-28,4,964,-4.270109235352533
에이티넘인베스트,2016-07-14,1,2035,0.0
정원엔시스,2012-07-03,1,680,-9.694555112881806
옴니시스템,2013-07-16,1,1583,-3.9441747572815538
옴니시스템,2019-11-04,1,1709,2.2129186602870816
HLB제약,2019-04-05,1,6650,3.421461897356143
풍국주정,2000-08-28,3,2692,-7.65008576329331
원일특강,2000-05-12,1,4501,-7.424928013163306
케이엘넷,2017-02-22,5,2700,-7.534246575342466
화신,2024-02-05,1,12460,-4.153846153846154
HLB글로벌,2021-06-04,1,12700,-9.285714285714286
한성크린텍,2003-07-31,1,267928,4.074767516839006
한성크린텍,2023-07-31,1,3625,-1.226158038147139
디아이동일,2000-08-17,1,1168,-1.100762066045724
예림당,2003-07-03,11,2000,-8.67579908675799
예림당,2017-05-08,62,10450,68.27697262479872
광동헬스바이오,2021-08-17,51,2700,12.97071129707113
삼성제약,2003-02-27,1,4705,-6.960648605892822
뉴인텍,2015-12-07,22,3887,-7.562425683709869
차바이오텍,2008-09-19,1,3135,3.2948929159802307
일진홀딩스,2002-07-10,1,1375,-9.776902887139109
일진홀딩스,2009-02-16,73,3570,34.21052631578947
라온시큐어,2010-09-07,1,3678,-6.956741715153049
캠시스,2011-09-07,1,1310,-0.7575757575757576
한올바이오파마,2001-10-16,1,986,0.509683995922528
이엔에프테크놀로지,2010-09-02,55,10500,10.526315789473683
에스티큐브,2009-03-20,1,6981,7.764742204384069
에스티큐브,2016-06-14,1,7527,-6.844059405940595
에스티큐브,2023-04-03,1,18360,6.127167630057803
수성웹툰,2020-10-21,1,695,-3.4722222222222223
세아제강지주,2000-09-21,15,4977,-9.902244750181028
에스알바이오텍,2023-01-25,4,5390,-10.01669449081803
에스알바이오텍,2023-06-19,1,5460,-2.3255813953488373
에스알바이오텍,2023-09-01,1,4995,0.0
프로이천,2023-05-19,1,3080,-2.5316455696202533
넥스턴바이오,2021-09-08,1,37865,-8.794199826572887
액토즈소프트,2023-01-05,1,8120,-0.49019607843137253
텔레칩스,2024-02-16,1,30550,-3.322784810126582
케스피온,2016-07-14,1,3719,1.059782608695652
제이씨현시스템,2016-01-06,1,4920,0.40816326530612246
아센디오,2006-04-07,1,22096696,-3.7800918327738824
아센디오,2008-01-16,1,2200475,-5.178546881887884
아센디오,2014-11-18,1,28681,-4.48581324097509
포메탈,2020-07-07,35,3190,5.2805280528052805
포메탈,2021-06-03,40,5100,0.0
인스코비,2006-01-27,4,8964,-7.739810621655002
인스코비,2013-07-05,1,2190,0.0
제넨바이오,2012-07-17,87,35780,15.531159186309331
파라다이스,2017-04-03,1,14600,0.3436426116838488
우리엔터프라이즈,2000-05-08,1,2242,12.043978010994502
랩지노믹스,2021-08-25,21,4897,-7.13066565522473
SNT에너지,2018-06-26,23,5299,-4.453660295708619
EDGC,2022-03-25,1,3826,-0.9578048149106911
큐리언트,2018-01-02,1,13922,4.339353968372929
큐리언트,2024-03-04,1,4255,-0.351288056206089
엔에스컴퍼니,2021-09-09,1,7690,-14.933628318584072
한국주강,2001-08-09,1,704,-4.864864864864865
알톤,2014-07-04,1,9150,3.729735857612516
오리엔탈정공,2003-07-02,42,24140,18.0440097799511
오리엔탈정공,2009-03-20,1,116377,0.363068750215599
한국팩키지,2000-04-20,1,1235,-11.785714285714285
HD현대인프라코어,2001-08-06,1,1934,0.676730869338886
풍강,2019-11-05,1,3470,0.0
풍강,2020-07-13,1,3140,9.98248686514886
코스맥스비티아이,2011-09-22,2,13603,-13.400814871403108
혜인,2013-08-05,3,3980,-7.441860465116279
TS인베스트먼트,2024-02-16,1,1397,0.14336917562724014
에이직랜드,2024-02-16,1,51500,-3.377110694183865
네오팜,2012-11-05,1,7300,-7.242693773824651
바이오스마트,2010-11-15,1,1900,-5.0
플루토스,2004-08-13,1,2956,-6.485289465359063
플루토스,2007-07-25,1,11292,4.352647629609093
플루토스,2008-01-23,1,4352,0.5545286506469501
플루토스,2008-03-05,1,4211,0.5732027704800574
플루토스,2010-10-12,1,660,-1.4925373134328357
플루토스,2016-09-08,13,3955,-9.620658135283364
플루토스,2019-04-04,1,915,1.2168141592920354
나이벡,2020-03-06,1,10400,-7.964601769911504
일동홀딩스,2001-10-15,1,1448,-2.2282241728561782
일동홀딩스,2015-04-03,1,19761,-1.3577596965007737
바이오로그디바이스,2016-03-11,1,2970,1.3651877133105803
바이오로그디바이스,2023-08-22,16,1035,-8.4070796460177
대동스틸,2008-07-22,1,6140,14.981273408239701
대동스틸,2012-04-27,1,4265,3.8976857490864796
대동스틸,2013-08-09,59,4580,17.135549872122763
웰바이오텍,2007-05-18,1,11847,-1.4146625613713906
웰바이오텍,2016-04-22,21,2235,-5.69620253164557
케이씨피드,2016-06-15,1,2860,-0.7977800901838363
케이씨피드,2019-06-07,1,2585,0.0
신세계건설,2014-11-12,1,25000,0.0
솔본,2005-11-24,40,4500,-12.280701754385964
솔본,2010-04-26,1,4000,5.540897097625329
솔본,2015-02-27,1,4725,-1.8691588785046727
솔본,2023-01-06,46,4545,17.441860465116278
대신정보통신,2012-05-08,3,618,-17.04697986577181
대신정보통신,2017-02-03,1,2710,-6.872852233676976
대신정보통신,2022-10-11,1,1340,2.2900763358778624
티웨이홀딩스,2011-06-02,1,1395,13.322502030869213
원익QnC,2013-10-08,27,4345,-4.631255487269534
원익QnC,2021-02-17,8,20000,-3.8461538461538463
에스에프에이,2005-06-24,14,6325,-7.434509000439046
에스에프에이,2009-02-05,1,8967,5.382536138206604
로지시스,2018-09-04,1,4035,0.12406947890818859
케어랩스,2020-06-19,21,9590,-7.1456235476374905
클래시스,2023-08-07,1,32450,-0.9160305343511451
일양약품,2009-05-19,1,28475,-2.5962919887801874
한화솔루션,2003-01-13,12,4356,-8.410428931875526
화승코퍼레이션,2000-08-14,1,416,0.0
대원전선,2000-08-22,1,533,0.5660377358490566
에스에이티이엔지,2023-05-16,1,4445,0.7936507936507936
상지건설,2007-07-31,1,29923,-5.471489496130153
상지건설,2008-03-24,28,26758,-3.4460361563165303
상지건설,2008-06-12,1,28549,-1.8496235431636125
서산,2005-11-25,3,627,-5.0
서산,2013-04-24,1,1618,2.275600505689001
에스앤에스텍,2012-10-24,1,3450,-3.089887640449438
에스앤에스텍,2023-07-17,7,51700,-11.774744027303754
켐트로닉스,2022-02-08,1,28450,-0.8710801393728222
제룡전기,2000-05-04,2,3165,-15.010741138560688
제룡전기,2001-04-06,1,1421,-11.90328580285183
오르비텍,2011-12-09,1,3313,-0.12059089538739826
서연,2005-04-08,6,764,-14.92204899777283
자이글,2023-05-22,1,23250,2.4229074889867843
드림시큐리티,2019-10-25,1,3725,-5.69620253164557
드림시큐리티,2020-11-23,1,4305,1.8934911242603552
에스메디,2018-02-22,1,3394,-4.876681614349776
한화엔진,2022-02-24,1,7452,3.817219281136807
메가엠디,2020-03-31,1,3895,-15.32608695652174
GS글로벌,2020-07-17,1,1750,-1.4084507042253522
SGA솔루션즈,2023-04-04,1,1017,0.3948667324777887
코오롱,2012-08-10,1,24250,-0.41067761806981523
한국선재,2008-04-16,52,5296,93.85065885797951
한국선재,2016-02-19,1,4030,2.806122448979592
한국선재,2016-09-22,1,3855,-0.7722007722007722
동양이엔피,2015-11-18,40,13100,-1.1320754716981132
성문전자,2001-05-28,1,917,-4.578563995837669
성문전자,2002-11-15,25,765,-8.820023837902264
성문전자,2009-03-19,1,1190,-0.41841004184100417
성문전자,2013-07-12,1,1980,6.738544474393531
성문전자,2015-11-16,44,2345,13.285024154589372
성문전자,2021-11-22,4,2425,-11.496350364963504
KEC,2020-06-22,34,752,-2.5906735751295336
티씨케이,2008-02-18,1,16650,14.827586206896552
코리안리,2001-05-04,1,635,3.758169934640523
프럼파스트,2005-07-11,1,926,-0.43010752688172044
우리산업홀딩스,2004-10-21,1,1113,-2.024647887323944
우리산업홀딩스,2009-10-23,1,1449,0.2074688796680498
예스티,2024-01-24,1,16900,-4.681331077270164
아톤,2024-01-24,5,4250,-7.90899241603467
크라운해태홀딩스,2002-07-19,1,1978,-2.272727272727273
한국캐피탈,2007-09-05,1,1886,4.141358365543899
한국캐피탈,2011-04-11,1,455,-2.9850746268656714
상상인증권,2012-09-18,1,1156,-0.7725321888412017
상상인증권,2015-01-30,74,1813,40.542635658914726
BF랩스,2020-10-29,38,1045,1.951219512195122
아즈텍WB,2014-10-21,12,2090,-9.130434782608695
아즈텍WB,2016-07-21,1,3300,-2.511078286558346
갤럭시아에스엠,2005-12-12,1,2100,4.477611940298507
갤럭시아에스엠,2012-06-26,1,2920,6.181818181818182
진흥기업,2003-02-25,1,2545,-2.153018069973087
케이씨티,2014-01-23,1,2675,-0.9259259259259258
서울리거,2023-07-21,22,856,-7.258938244853738
케이엠더블유,2014-04-07,1,8843,2.5275362318840577
금강철강,2005-04-25,1,1615,0.6230529595015576
금강철강,2016-05-17,5,4420,-8.771929824561402
서한,2001-07-12,2,27422,-13.061949147168855
서한,2007-07-26,1,730,-8.176100628930817
삼진엘앤디,2010-03-31,64,2093,9.46652719665272
삼진엘앤디,2010-07-19,1,2428,2.8813559322033897
삼진엘앤디,2018-05-29,12,2580,-10.26086956521739
한국정보공학,2010-12-24,1,3270,1.238390092879257
한국정보공학,2020-07-01,1,2945,0.8561643835616438
현대에버다임,2008-05-09,1,7900,4.221635883905013
이수화학,2000-08-17,1,3420,0.0
이수화학,2020-07-20,1,4660,0.21505376344086022
동일기연,2005-11-16,123,2189,31.708784596871237
동일기연,2007-02-07,4,3082,-7.140705031636036
동일기연,2009-05-20,100,6504,25.317919075144506
동운아나텍,2020-06-22,4,5067,-4.179273827534039
KD,2015-09-16,1,4515,-6.11353711790393
KB오토시스,2001-04-26,1,3138,-2.2429906542056073
KB오토시스,2015-09-17,1,5260,0.0
KIB플러그에너지,2007-09-03,21,2729,-8.05256064690027
쎄트렉아이,2017-02-22,1,18543,1.1013576140886538
쎄트렉아이,2021-03-30,1,61800,-2.3696682464454977
신원,2000-08-17,1,4832,13.93539259608583
신원,2006-02-21,1,2250,-1.3157894736842104
신원,2014-08-25,55,2495,10.398230088495575
제노레이,2020-06-26,1,9720,-4.236453201970444
이오테크닉스,2002-02-25,1,4527,5.230125523012552
이오테크닉스,2014-12-22,1,109300,-0.2737226277372263
세원물산,2006-05-25,1,8455,2.187575537829345
에이티세미콘,2022-05-03,5,1910,-7.281553398058252
다이나믹디자인,2018-01-03,2,49290,-7.01929788157175
특수건설,2000-08-23,1,1589,-11.5748469671675
특수건설,2001-04-16,60,1733,2.4231678486997636
특수건설,2001-07-19,1,1903,-5.558312655086849
특수건설,2007-11-23,1,22126,14.850765637165845
특수건설,2014-03-19,8,3711,-13.091334894613581
특수건설,2019-11-05,1,5801,5.147725212978068
한국경제TV,2014-07-04,1,2270,1.7937219730941705
롯데칠성음료,2000-08-16,1,9741,2.5260498894853174
이구산업,2000-08-16,1,798,1.2690355329949239
대주전자재료,2011-03-24,1,14679,6.431264501160093
동성제약,2015-07-02,1,7270,4.005722460658083
비케이홀딩스,2006-11-06,2,4298,-2.3181818181818183
대한항공,2015-01-30,1,27073,-1.5777802014032793
신흥에스이씨,2020-09-15,1,8830,-2.430939226519337
우수AMS,2012-05-17,1,1478,-14.763552479815456
DSC인베스트먼트,2021-01-27,1,4147,-2.5381903642773205
디아이,2013-03-08,45,6800,16.23931623931624
메디프론,2004-06-25,1,2637,1.5011547344110854
코엔텍,2005-08-11,76,1430,11.71875
코엔텍,2009-02-04,1,1220,-2.4
코엔텍,2009-10-27,1,1405,-3.436426116838488
한라IMS,2012-04-04,2,3840,-7.979870596693027
한라IMS,2016-09-26,7,9867,-7.4997656323239905
DN오토모티브,2000-08-17,1,3709,0.4060638873849486
수프로,2018-09-04,65,4700,9.30232558139535
수프로,2021-05-07,46,2485,-0.4008016032064128
세방전지,2003-08-19,4,1925,-1.7857142857142856
세방전지,2013-07-01,1,55900,0.7207207207207207
평화산업,2018-03-22,9,2451,-7.7878103837471775
CS홀딩스,2001-08-10,1,12125,-0.4760732167774768
세토피아,2016-11-28,1,11161,-10.194721596395237
이앤에치,2020-07-31,3,5410,-8.305084745762711
티케이지휴켐스,2012-11-09,1,26150,0.9652509652509652
진양화학,2012-01-30,35,1588,-1.1207970112079702
대성파인텍,2015-06-23,4,1058,-11.833333333333334
에쎈테크,2006-01-11,1,666,1.6793893129770994
에쎈테크,2006-02-09,1,594,-10.136157337367626
에쎈테크,2007-03-02,1,872,-6.538049303322616
도부마스크,2019-02-15,1,498,0.6060606060606061
도부마스크,2019-11-15,1,470,-3.0927835051546393
도부마스크,2023-02-10,1,910,-3.08839190628328
삼보산업,2010-09-17,1,2495,-6.519295616335706
한국전자인증,2017-02-22,4,6210,-5.335365853658536
한국전자인증,2018-03-12,9,7590,-12.958715596330276
유신,2007-01-12,6,10650,-7.391304347826087
유신,2023-08-24,1,35000,-0.42674253200568996
애머릿지,2015-05-26,14,6757,-7.273226293399205
티사이언티픽,2005-08-01,1,5893,1.6209691326090705
에이팩트,2021-08-27,1,5243,-0.888468809073724
우원개발,2016-08-12,1,6390,-1.6923076923076923
SUN&L,2000-06-01,1,2034,0.8928571428571428
AP헬스케어,2015-01-22,131,3616,742.8904428904428
AP헬스케어,2017-01-02,1,3085,1.6474464579901154
대우부품,2000-08-16,1,91933,-4.238453365554884
대우부품,2005-11-15,8,40976,-17.674241054386915
대우부품,2006-06-15,25,54863,-11.642401597629325
CJ ENM,2011-09-08,2,253500,-10.36067892503536
에스넷,2023-01-06,1,5430,1.6853932584269662
포바이포,2023-01-18,1,12050,-6.22568093385214
세진티에스,2007-04-16,1,3500,0.28653295128939826
케이비아이동국실업,2000-08-16,1,1725,-1.7094017094017095
주성엔지니어링,2002-01-02,35,6705,-4.866628830874007
주성엔지니어링,2009-03-25,1,10401,1.8108848864526232
KB금융,2023-01-06,26,50400,-11.11111111111111
위닉스,2003-10-20,1,2585,-6.746031746031746
현대건설,2009-09-15,1,61978,1.1109842243502945
현대건설,2018-03-12,1,40476,-4.695078879208854
롯데정밀화학,2010-08-20,1,69000,0.8771929824561403
롯데정밀화학,2020-07-07,80,51100,23.579201934703747
더테크놀로지,2005-01-19,39,8025,30.424183325207217
더테크놀로지,2009-01-19,1,1805,0.8379888268156425
더테크놀로지,2013-04-01,1,1800,-5.263157894736842
부국철강,2021-09-03,1,5800,-15.451895043731778
티비에이치글로벌,2011-03-29,58,22850,9.59232613908873
티비에이치글로벌,2015-04-03,1,17900,-1.6483516483516485
티비에이치글로벌,2019-09-30,1,3035,-2.0967741935483875
알티캐스트,2022-10-07,1,1880,-6.0
한국정보인증,2018-03-09,9,6410,-7.369942196531793
판타지오,2006-06-13,17,14263,-7.04509906152242
오공,2006-10-16,37,1035,-8.488063660477453
오공,2014-05-14,1,4129,1.3002944062806674
케이피에프,2006-01-09,59,6300,9.375
케이피에프,2020-07-13,29,3765,-4.076433121019108
뉴프렉스,2009-11-17,1,2547,-0.3910833007430583
인팩,2005-04-08,1,1240,-5.343511450381679
흥아해운,2002-04-12,1,3122,-7.796810395747195
에스제이켐,2023-08-11,1,414,-14.989733059548255
에스제이켐,2023-08-31,1,473,2.159827213822894
에스제이켐,2024-01-18,9,392,-10.50228310502283
