Stock,Buy Date,Buy Price,Sell Price,Return Rate
부방,2009-03-23,441,411,-6.802721088435375
부방,2009-08-04,511,509,-0.3913894324853229
부방,2015-06-24,7239,7391,2.099737532808399
YG PLUS,2007-08-24,3095,3030,-2.10016155088853
신도기연,2023-01-16,6270,6060,-3.349282296650718
새로닉스,2005-03-10,1570,1565,-0.3184713375796179
새로닉스,2017-11-06,6750,7100,5.185185185185185
더라미,2001-03-30,50449588,49469092,-1.9435163672694413
남해화학,2010-09-30,17900,17900,0.0
남해화학,2013-07-04,8130,8000,-1.5990159901599015
알에프텍,2004-11-16,3146,3146,0.0
알에프텍,2007-05-29,2436,2467,1.2725779967159279
알에프텍,2010-03-09,4549,4702,3.3633765662783026
알에프텍,2014-12-30,4658,5356,14.984972091026192
프레스티지바이오파마,2023-01-18,8330,8250,-0.9603841536614646
스카이문스테크놀로지,2007-02-21,6750,6690,-0.8888888888888888
스카이문스테크놀로지,2011-09-05,2520,2300,-8.73015873015873
에이펙스인텍,2019-07-26,13500,13150,-2.5925925925925926
에이펙스인텍,2021-02-05,11000,12000,9.090909090909092
에이펙스인텍,2022-12-02,8990,7650,-14.905450500556173
신성델타테크,2021-09-03,18100,18300,1.1049723756906076
큐러블,2014-07-14,3800,3600,-5.263157894736842
큐러블,2020-04-08,2695,3075,14.100185528756956
큐러블,2022-09-21,9520,9490,-0.31512605042016806
큐러블,2023-04-21,8420,8400,-0.23752969121140144
서호전기,2019-06-11,22800,22200,-2.631578947368421
EMB,2021-04-26,6320,6250,-1.1075949367088607
넥슨게임즈,2020-06-24,8010,7880,-1.6229712858926344
코스모신소재,2013-04-25,4008,3993,-0.37425149700598803
코스모신소재,2022-10-20,62727,60949,-2.8345050775583083
HB테크놀러지,2006-11-28,4190,4290,2.386634844868735
HB테크놀러지,2009-03-24,550,550,0.0
HB테크놀러지,2013-10-04,1800,1845,2.5
블루탑,2019-11-06,39550,38400,-2.9077117572692797
SHD,2000-08-09,5402,5197,-3.7948907811921515
아우딘퓨쳐스,2022-12-13,3105,3930,26.570048309178745
대호특수강,2010-03-11,11810,11810,0.0
메타랩스,2010-12-27,92875,89855,-3.2516823687752354
아미노로직스,2007-06-15,5561,5579,0.32368279086495233
광무,2019-06-21,6705,7035,4.921700223713646
웅진씽크빅,2020-01-02,2808,2699,-3.881766381766382
영풍,2003-06-23,46800,46600,-0.4273504273504274
영풍,2008-04-18,457000,451000,-1.312910284463895
와이엔텍,2007-11-28,6389,5615,-12.11457192048834
와이엔텍,2019-05-23,8350,8090,-3.1137724550898205
녹십자,2000-05-08,25816,25447,-1.4293461419274869
녹십자,2001-08-01,30426,34806,14.395582725300729
진매트릭스,2012-02-16,1872,1882,0.5341880341880342
동화약품,2000-03-28,3192,3022,-5.325814536340852
삼화콘덴서공업,2006-02-14,2180,2050,-5.963302752293578
삼화콘덴서공업,2007-05-28,3980,3910,-1.7587939698492463
종근당홀딩스,2003-11-18,2191,2128,-2.8753993610223643
종근당홀딩스,2008-04-22,14861,15072,1.4198236996164457
보해양조,2004-03-22,467,471,0.8565310492505354
보해양조,2004-10-08,544,525,-3.4926470588235294
유니슨,2004-07-07,2931,2669,-8.938928693278744
유니슨,2005-08-01,7600,7600,0.0
SCI평가정보,2003-01-28,1962,1754,-10.601427115188583
SCI평가정보,2006-01-16,765,795,3.9215686274509802
비트컴퓨터,2009-09-18,3817,4036,5.737490175530521
비트컴퓨터,2011-12-12,3536,3516,-0.5656108597285068
비트컴퓨터,2021-06-01,10050,10000,-0.4975124378109453
심텍홀딩스,2008-12-11,1137,1058,-6.948109058927001
심텍홀딩스,2010-06-22,5399,5470,1.3150583441378034
이건산업,2015-05-21,25450,25650,0.7858546168958742
유화증권,2002-10-21,1370,1360,-0.7299270072992701
대창솔루션,2013-09-23,496,499,0.6048387096774194
대창솔루션,2019-11-04,472,468,-0.847457627118644
에스폴리텍,2020-08-31,7610,7560,-0.657030223390276
알로이스,2020-06-24,1107,1089,-1.6260162601626018
진양제약,2015-06-25,7770,7470,-3.861003861003861
진양제약,2021-08-24,8370,8100,-3.225806451612903
안트로젠,2018-05-30,135200,144600,6.952662721893491
PN풍년,2005-04-14,400,401,0.25
PN풍년,2009-07-14,874,890,1.8306636155606408
코맥스,2003-06-17,1646,1622,-1.4580801944106925
코맥스,2009-06-29,1044,1017,-2.586206896551724
제닉,2018-01-19,12900,16400,27.131782945736433
한솔테크닉스,2019-07-25,6980,7090,1.5759312320916905
셀루메드,2018-01-02,12866,12866,0.0
DGP,2005-12-28,9229030,8563030,-7.216359682436832
DGP,2013-10-31,42160,43590,3.3918406072106264
이브이파킹서비스,2023-10-13,1934,2220,14.788004136504654
선도전기,2007-08-09,3115,3580,14.92776886035313
선도전기,2009-12-04,3105,3095,-0.322061191626409
선도전기,2011-09-05,2230,2065,-7.399103139013453
SG세계물산,2001-08-07,261,260,-0.38314176245210724
SG세계물산,2015-11-24,1385,1400,1.083032490974729
진도,2007-06-15,5783,5700,-1.4352412242780563
진도,2009-01-23,1755,1652,-5.868945868945869
진도,2020-08-07,2635,2630,-0.18975332068311196
하이트론씨스템즈,2011-07-07,4543,5072,11.644287915474356
하이트론씨스템즈,2015-11-26,4853,4790,-1.2981660828353596
금호석유화학,2007-08-30,73500,73800,0.40816326530612246
서플러스글로벌,2022-02-08,4235,4650,9.799291617473434
이랜텍,2010-05-17,5535,5132,-7.280939476061428
이랜텍,2021-12-28,12050,12600,4.564315352697095
중앙백신,2016-11-10,21583,23406,8.446462493629245
중앙백신,2019-04-08,21300,21000,-1.4084507042253522
기업은행,2011-05-25,18750,19000,1.3333333333333335
파마리서치바이오,2017-02-14,23650,21850,-7.6109936575052854
네오리진,2015-06-12,1735,1780,2.5936599423631126
프리엠스,2003-09-09,1800,1820,1.1111111111111112
프리엠스,2017-10-30,7010,7020,0.14265335235378032
세운메디칼,2011-12-13,4730,4720,-0.21141649048625794
삼익THK,2009-09-23,2295,2230,-2.832244008714597
삼익THK,2011-07-06,10100,10150,0.49504950495049505
삼익THK,2014-11-10,9420,9420,0.0
한세실업,2012-02-06,7630,7710,1.0484927916120577
한세실업,2015-10-06,61000,59000,-3.278688524590164
SNT모티브,2020-07-13,41900,41650,-0.5966587112171837
노드메이슨,2022-09-21,8190,8290,1.221001221001221
강스템바이오텍,2018-11-08,15483,14878,-3.907511464186527
한화오션,2005-05-26,8617,8884,3.098526169200418
초록뱀미디어,2009-06-25,41570,40790,-1.8763531392831367
초록뱀미디어,2012-01-10,22370,22470,0.44702726866338843
초록뱀미디어,2014-07-21,15690,15360,-2.1032504780114722
와이오엠,2007-01-09,1728150,1689555,-2.233313080461765
KISCO홀딩스,2000-08-16,1017,979,-3.736479842674533
예스코홀딩스,2000-08-14,12450,12950,4.016064257028113
하나머티리얼즈,2020-09-11,25200,25200,0.0
하나머티리얼즈,2023-01-06,37050,37300,0.6747638326585695
하나머티리얼즈,2023-03-20,39300,38800,-1.2722646310432568
진성티이씨,2001-03-30,1096,1093,-0.2737226277372263
진성티이씨,2008-07-24,14465,14465,0.0
휴맥스홀딩스,2020-12-21,5040,4915,-2.4801587301587302
이수스페셜티케미컬,2024-01-26,176600,180400,2.1517553793884483
우진비앤지,2022-05-17,2275,2220,-2.417582417582418
케이피티유,2003-06-02,990,950,-4.040404040404041
케이피티유,2009-06-12,2310,2480,7.35930735930736
TPC,2007-01-10,853,897,5.1582649472450175
TPC,2007-05-17,1174,1139,-2.9812606473594547
TPC,2022-02-25,4545,4590,0.9900990099009901
TPC,2024-03-19,3930,3860,-1.7811704834605597
알루코,2015-11-13,7370,7210,-2.1709633649932156
대한광통신,2011-12-08,1755,1832,4.387464387464387
엠씨넥스,2023-03-08,32550,32100,-1.3824884792626728
대동고려삼,2016-02-18,11000,11000,0.0
대동고려삼,2020-10-07,5360,5300,-1.1194029850746268
에스제이지세종,2011-06-15,19100,18850,-1.3089005235602094
스맥,2020-07-13,2050,2030,-0.975609756097561
에이루트,2012-09-03,1717,1672,-2.6208503203261504
대동금속,2010-10-08,5870,6573,11.976149914821125
신라교역,2000-08-17,3000,2783,-7.233333333333333
아이디스홀딩스,2016-06-01,16650,16550,-0.6006006006006006
한샘,2021-02-09,107000,108500,1.4018691588785046
한샘,2023-01-10,48150,48500,0.726895119418484
바이오니아,2007-07-25,4684,4842,3.3731853116994026
바이오니아,2020-03-02,7120,7050,-0.9831460674157303
바이오니아,2023-04-06,50600,50800,0.3952569169960474
강원랜드,2015-07-09,38800,38650,-0.3865979381443299
조광피혁,2000-08-17,4080,3865,-5.269607843137255
조광피혁,2002-05-24,8010,7860,-1.8726591760299627
APS,2011-08-18,11921,10543,-11.559432933478735
파나케이아,2009-09-08,19760,19673,-0.44028340080971656
웨이브일렉트로,2015-11-30,23700,24526,3.4852320675105486
제일파마홀딩스,2010-12-03,11390,11183,-1.8173836698858647
청호ICT,2000-08-17,15168,15168,0.0
청호ICT,2009-03-17,12377,12479,0.8241092348711319
타스컴,2022-08-16,18800,18500,-1.5957446808510638
파세코,2012-12-14,1660,1620,-2.4096385542168677
파세코,2020-04-06,6720,6622,-1.4583333333333333
하이소닉,2013-02-13,35538,37039,4.223647926163544
제이엠멀티,2023-05-08,3745,3185,-14.953271028037381
미래엔에듀파트너,2015-08-27,3930,3710,-5.597964376590331
미래엔에듀파트너,2016-08-03,3490,2970,-14.899713467048711
현대바이오랜드,2009-10-14,6600,6575,-0.3787878787878788
STX엔진,2017-07-21,17700,17850,0.847457627118644
에이티넘인베스트,2008-07-28,1007,969,-3.7735849056603774
에이티넘인베스트,2016-07-14,2035,2035,0.0
정원엔시스,2012-07-03,753,680,-9.694555112881806
옴니시스템,2013-07-16,1648,1583,-3.9441747572815538
옴니시스템,2019-11-04,1672,1709,2.2129186602870816
HLB제약,2019-04-05,6430,6650,3.421461897356143
풍국주정,2000-08-28,2915,2893,-0.7547169811320755
원일특강,2000-05-12,4862,4501,-7.424928013163306
케이엘넷,2017-02-22,2920,2885,-1.1986301369863013
화신,2024-02-05,13000,12460,-4.153846153846154
HLB글로벌,2021-06-04,14000,12700,-9.285714285714286
한성크린텍,2003-07-31,257438,267928,4.074767516839006
한성크린텍,2023-07-31,3670,3625,-1.226158038147139
디아이동일,2000-08-17,1181,1168,-1.100762066045724
예림당,2003-07-03,2190,2270,3.65296803652968
예림당,2017-05-08,6210,6100,-1.7713365539452495
광동헬스바이오,2021-08-17,2390,2390,0.0
삼성제약,2003-02-27,5057,4705,-6.960648605892822
뉴인텍,2015-12-07,4205,4444,5.683709869203329
차바이오텍,2008-09-19,3035,3135,3.2948929159802307
일진홀딩스,2002-07-10,1524,1375,-9.776902887139109
일진홀딩스,2009-02-16,2660,2485,-6.578947368421052
라온시큐어,2010-09-07,3953,3678,-6.956741715153049
캠시스,2011-09-07,1320,1310,-0.7575757575757576
한올바이오파마,2001-10-16,981,986,0.509683995922528
이엔에프테크놀로지,2010-09-02,9500,9400,-1.0526315789473684
에스티큐브,2009-03-20,6478,6981,7.764742204384069
에스티큐브,2016-06-14,8080,7527,-6.844059405940595
에스티큐브,2023-04-03,17300,18360,6.127167630057803
수성웹툰,2020-10-21,720,695,-3.4722222222222223
세아제강지주,2000-09-21,5524,5524,0.0
에스알바이오텍,2023-01-25,5990,6760,12.85475792988314
에스알바이오텍,2023-06-19,5590,5460,-2.3255813953488373
에스알바이오텍,2023-09-01,4995,4995,0.0
프로이천,2023-05-19,3160,3080,-2.5316455696202533
넥스턴바이오,2021-09-08,41516,37865,-8.794199826572887
액토즈소프트,2023-01-05,8160,8120,-0.49019607843137253
텔레칩스,2024-02-16,31600,30550,-3.322784810126582
케스피온,2016-07-14,3680,3719,1.059782608695652
제이씨현시스템,2016-01-06,4900,4920,0.40816326530612246
아센디오,2006-04-07,22964786,22096696,-3.7800918327738824
아센디오,2008-01-16,2320651,2200475,-5.178546881887884
아센디오,2014-11-18,30028,28681,-4.48581324097509
포메탈,2020-07-07,3030,3065,1.155115511551155
포메탈,2021-06-03,5100,5270,3.3333333333333335
인스코비,2006-01-27,9716,9444,-2.799505969534788
인스코비,2013-07-05,2190,2190,0.0
제넨바이오,2012-07-17,30970,30745,-0.7265095253471101
파라다이스,2017-04-03,14550,14600,0.3436426116838488
우리엔터프라이즈,2000-05-08,2001,2242,12.043978010994502
랩지노믹스,2021-08-25,5273,5625,6.675516783614641
SNT에너지,2018-06-26,5546,5564,0.32455824017309776
EDGC,2022-03-25,3863,3826,-0.9578048149106911
큐리언트,2018-01-02,13343,13922,4.339353968372929
큐리언트,2024-03-04,4270,4255,-0.351288056206089
엔에스컴퍼니,2021-09-09,9040,7690,-14.933628318584072
한국주강,2001-08-09,740,704,-4.864864864864865
알톤,2014-07-04,8821,9150,3.729735857612516
오리엔탈정공,2003-07-02,20450,20240,-1.0268948655256724
오리엔탈정공,2009-03-20,115956,116377,0.363068750215599
한국팩키지,2000-04-20,1400,1235,-11.785714285714285
HD현대인프라코어,2001-08-06,1921,1934,0.676730869338886
풍강,2019-11-05,3470,3470,0.0
풍강,2020-07-13,2855,3140,9.98248686514886
코스맥스비티아이,2011-09-22,15708,14835,-5.557677616501146
혜인,2013-08-05,4300,4260,-0.9302325581395349
TS인베스트먼트,2024-02-16,1395,1397,0.14336917562724014
에이직랜드,2024-02-16,53300,51500,-3.377110694183865
네오팜,2012-11-05,7870,7300,-7.242693773824651
바이오스마트,2010-11-15,2000,1900,-5.0
플루토스,2004-08-13,3161,2956,-6.485289465359063
플루토스,2007-07-25,10821,11292,4.352647629609093
플루토스,2008-01-23,4328,4352,0.5545286506469501
플루토스,2008-03-05,4187,4211,0.5732027704800574
플루토스,2010-10-12,670,660,-1.4925373134328357
플루토스,2016-09-08,4376,4376,0.0
플루토스,2019-04-04,904,915,1.2168141592920354
나이벡,2020-03-06,11300,10400,-7.964601769911504
일동홀딩스,2001-10-15,1481,1448,-2.2282241728561782
일동홀딩스,2015-04-03,20033,19761,-1.3577596965007737
바이오로그디바이스,2016-03-11,2930,2970,1.3651877133105803
바이오로그디바이스,2023-08-22,1130,1280,13.274336283185843
대동스틸,2008-07-22,5340,6140,14.981273408239701
대동스틸,2012-04-27,4105,4265,3.8976857490864796
대동스틸,2013-08-09,3910,3975,1.6624040920716114
웰바이오텍,2007-05-18,12017,11847,-1.4146625613713906
웰바이오텍,2016-04-22,2370,2340,-1.2658227848101267
케이씨피드,2016-06-15,2883,2860,-0.7977800901838363
케이씨피드,2019-06-07,2585,2585,0.0
신세계건설,2014-11-12,25000,25000,0.0
솔본,2005-11-24,5130,4990,-2.729044834307992
솔본,2010-04-26,3790,4000,5.540897097625329
솔본,2015-02-27,4815,4725,-1.8691588785046727
솔본,2023-01-06,3870,3880,0.2583979328165375
대신정보통신,2012-05-08,745,855,14.76510067114094
대신정보통신,2017-02-03,2910,2710,-6.872852233676976
대신정보통신,2022-10-11,1310,1340,2.2900763358778624
티웨이홀딩스,2011-06-02,1231,1395,13.322502030869213
원익QnC,2013-10-08,4556,4636,1.755926251097454
원익QnC,2021-02-17,20800,20100,-3.3653846153846154
에스에프에이,2005-06-24,6833,6706,-1.8586272501097616
에스에프에이,2009-02-05,8509,8967,5.382536138206604
로지시스,2018-09-04,4030,4035,0.12406947890818859
케어랩스,2020-06-19,10328,11290,9.3144848954299
클래시스,2023-08-07,32750,32450,-0.9160305343511451
일양약품,2009-05-19,29234,28475,-2.5962919887801874
한화솔루션,2003-01-13,4756,4756,0.0
화승코퍼레이션,2000-08-14,416,416,0.0
대원전선,2000-08-22,530,533,0.5660377358490566
에스에이티이엔지,2023-05-16,4410,4445,0.7936507936507936
상지건설,2007-07-31,31655,29923,-5.471489496130153
상지건설,2008-03-24,27713,27713,0.0
상지건설,2008-06-12,29087,28549,-1.8496235431636125
서산,2005-11-25,660,635,-3.787878787878788
서산,2013-04-24,1582,1618,2.275600505689001
에스앤에스텍,2012-10-24,3560,3450,-3.089887640449438
에스앤에스텍,2023-07-17,58600,58600,0.0
켐트로닉스,2022-02-08,28700,28450,-0.8710801393728222
제룡전기,2000-05-04,3724,3475,-6.686358754027927
제룡전기,2001-04-06,1613,1421,-11.90328580285183
오르비텍,2011-12-09,3317,3313,-0.12059089538739826
서연,2005-04-08,898,890,-0.8908685968819599
자이글,2023-05-22,22700,23250,2.4229074889867843
드림시큐리티,2019-10-25,3950,3725,-5.69620253164557
드림시큐리티,2020-11-23,4225,4305,1.8934911242603552
에스메디,2018-02-22,3568,3394,-4.876681614349776
한화엔진,2022-02-24,7178,7452,3.817219281136807
메가엠디,2020-03-31,4600,3895,-15.32608695652174
GS글로벌,2020-07-17,1775,1750,-1.4084507042253522
SGA솔루션즈,2023-04-04,1013,1017,0.3948667324777887
코오롱,2012-08-10,24350,24250,-0.41067761806981523
한국선재,2008-04-16,2732,2732,0.0
한국선재,2016-02-19,3920,4030,2.806122448979592
한국선재,2016-09-22,3885,3855,-0.7722007722007722
동양이엔피,2015-11-18,13250,13800,4.150943396226415
성문전자,2001-05-28,961,917,-4.578563995837669
성문전자,2002-11-15,839,817,-2.622169249106079
성문전자,2009-03-19,1195,1190,-0.41841004184100417
성문전자,2013-07-12,1855,1980,6.738544474393531
성문전자,2015-11-16,2070,2005,-3.140096618357488
성문전자,2021-11-22,2740,2670,-2.5547445255474455
KEC,2020-06-22,772,761,-1.4248704663212435
티씨케이,2008-02-18,14500,16650,14.827586206896552
코리안리,2001-05-04,612,635,3.758169934640523
프럼파스트,2005-07-11,930,926,-0.43010752688172044
우리산업홀딩스,2004-10-21,1136,1113,-2.024647887323944
우리산업홀딩스,2009-10-23,1446,1449,0.2074688796680498
예스티,2024-01-24,17730,16900,-4.681331077270164
아톤,2024-01-24,4615,4575,-0.8667388949079089
크라운해태홀딩스,2002-07-19,2024,1978,-2.272727272727273
한국캐피탈,2007-09-05,1811,1886,4.141358365543899
한국캐피탈,2011-04-11,469,455,-2.9850746268656714
상상인증권,2012-09-18,1165,1156,-0.7725321888412017
상상인증권,2015-01-30,1290,1483,14.96124031007752
BF랩스,2020-10-29,1025,1225,19.51219512195122
아즈텍WB,2014-10-21,2300,2485,8.043478260869565
아즈텍WB,2016-07-21,3385,3300,-2.511078286558346
갤럭시아에스엠,2005-12-12,2010,2100,4.477611940298507
갤럭시아에스엠,2012-06-26,2750,2920,6.181818181818182
진흥기업,2003-02-25,2601,2545,-2.153018069973087
케이씨티,2014-01-23,2700,2675,-0.9259259259259258
서울리거,2023-07-21,923,919,-0.43336944745395445
케이엠더블유,2014-04-07,8625,8843,2.5275362318840577
금강철강,2005-04-25,1605,1615,0.6230529595015576
금강철강,2016-05-17,4845,4620,-4.643962848297214
서한,2001-07-12,31542,30547,-3.15452412656141
서한,2007-07-26,795,730,-8.176100628930817
삼진엘앤디,2010-03-31,1912,1936,1.2552301255230125
삼진엘앤디,2010-07-19,2360,2428,2.8813559322033897
삼진엘앤디,2018-05-29,2875,3040,5.739130434782608
한국정보공학,2010-12-24,3230,3270,1.238390092879257
한국정보공학,2020-07-01,2920,2945,0.8561643835616438
현대에버다임,2008-05-09,7580,7900,4.221635883905013
이수화학,2000-08-17,3420,3420,0.0
이수화학,2020-07-20,4650,4660,0.21505376344086022
동일기연,2005-11-16,1662,1720,3.489771359807461
동일기연,2007-02-07,3319,3261,-1.7475143115396206
동일기연,2009-05-20,5190,5079,-2.138728323699422
동운아나텍,2020-06-22,5288,5150,-2.6096822995461424
KD,2015-09-16,4809,4515,-6.11353711790393
KB오토시스,2001-04-26,3210,3138,-2.2429906542056073
KB오토시스,2015-09-17,5260,5260,0.0
KIB플러그에너지,2007-09-03,2968,2977,0.3032345013477089
쎄트렉아이,2017-02-22,18341,18543,1.1013576140886538
쎄트렉아이,2021-03-30,63300,61800,-2.3696682464454977
신원,2000-08-17,4241,4832,13.93539259608583
신원,2006-02-21,2280,2250,-1.3157894736842104
신원,2014-08-25,2260,2290,1.3274336283185841
제노레이,2020-06-26,10150,9720,-4.236453201970444
이오테크닉스,2002-02-25,4302,4527,5.230125523012552
이오테크닉스,2014-12-22,109600,109300,-0.2737226277372263
세원물산,2006-05-25,8274,8455,2.187575537829345
에이티세미콘,2022-05-03,2060,2100,1.9417475728155338
다이나믹디자인,2018-01-03,53011,50418,-4.8914376261530625
특수건설,2000-08-23,1797,1589,-11.5748469671675
특수건설,2001-04-16,1692,1692,0.0
특수건설,2001-07-19,2015,1903,-5.558312655086849
특수건설,2007-11-23,19265,22126,14.850765637165845
특수건설,2014-03-19,4270,4322,1.2177985948477752
특수건설,2019-11-05,5517,5801,5.147725212978068
한국경제TV,2014-07-04,2230,2270,1.7937219730941705
롯데칠성음료,2000-08-16,9501,9741,2.5260498894853174
이구산업,2000-08-16,788,798,1.2690355329949239
대주전자재료,2011-03-24,13792,14679,6.431264501160093
동성제약,2015-07-02,6990,7270,4.005722460658083
비케이홀딩스,2006-11-06,4400,4315,-1.9318181818181817
대한항공,2015-01-30,27507,27073,-1.5777802014032793
신흥에스이씨,2020-09-15,9050,8830,-2.430939226519337
우수AMS,2012-05-17,1734,1478,-14.763552479815456
DSC인베스트먼트,2021-01-27,4255,4147,-2.5381903642773205
디아이,2013-03-08,5850,6720,14.871794871794872
메디프론,2004-06-25,2598,2637,1.5011547344110854
코엔텍,2005-08-11,1280,1300,1.5625
코엔텍,2009-02-04,1250,1220,-2.4
코엔텍,2009-10-27,1455,1405,-3.436426116838488
한라IMS,2012-04-04,4173,4067,-2.5401389887371195
한라IMS,2016-09-26,10667,10767,0.9374707040404988
DN오토모티브,2000-08-17,3694,3709,0.4060638873849486
수프로,2018-09-04,4300,4000,-6.976744186046512
수프로,2021-05-07,2495,2500,0.2004008016032064
세방전지,2003-08-19,1960,1895,-3.316326530612245
세방전지,2013-07-01,55500,55900,0.7207207207207207
평화산업,2018-03-22,2658,2748,3.3860045146726865
CS홀딩스,2001-08-10,12183,12125,-0.4760732167774768
세토피아,2016-11-28,12428,11161,-10.194721596395237
이앤에치,2020-07-31,5900,5900,0.0
티케이지휴켐스,2012-11-09,25900,26150,0.9652509652509652
진양화학,2012-01-30,1606,1699,5.790784557907846
대성파인텍,2015-06-23,1200,1162,-3.166666666666667
에쎈테크,2006-01-11,655,666,1.6793893129770994
에쎈테크,2006-02-09,661,594,-10.136157337367626
에쎈테크,2007-03-02,933,872,-6.538049303322616
도부마스크,2019-02-15,495,498,0.6060606060606061
도부마스크,2019-11-15,485,470,-3.0927835051546393
도부마스크,2023-02-10,939,910,-3.08839190628328
삼보산업,2010-09-17,2669,2495,-6.519295616335706
한국전자인증,2017-02-22,6560,6480,-1.2195121951219512
한국전자인증,2018-03-12,8720,8830,1.261467889908257
유신,2007-01-12,11500,13200,14.782608695652174
유신,2023-08-24,35150,35000,-0.42674253200568996
애머릿지,2015-05-26,7287,8374,14.916975435707425
티사이언티픽,2005-08-01,5799,5893,1.6209691326090705
에이팩트,2021-08-27,5290,5243,-0.888468809073724
우원개발,2016-08-12,6500,6390,-1.6923076923076923
SUN&L,2000-06-01,2016,2034,0.8928571428571428
AP헬스케어,2015-01-22,429,444,3.4965034965034967
AP헬스케어,2017-01-02,3035,3085,1.6474464579901154
대우부품,2000-08-16,96002,91933,-4.238453365554884
대우부품,2005-11-15,49773,53188,6.861149619271492
대우부품,2006-06-15,62092,71359,14.92462797139728
CJ ENM,2011-09-08,282800,273200,-3.3946251768033946
에스넷,2023-01-06,5340,5430,1.6853932584269662
포바이포,2023-01-18,12850,12050,-6.22568093385214
세진티에스,2007-04-16,3490,3500,0.28653295128939826
케이비아이동국실업,2000-08-16,1755,1725,-1.7094017094017095
주성엔지니어링,2002-01-02,7048,6974,-1.04994324631101
주성엔지니어링,2009-03-25,10216,10401,1.8108848864526232
KB금융,2023-01-06,56700,57200,0.8818342151675485
위닉스,2003-10-20,2772,2585,-6.746031746031746
현대건설,2009-09-15,61297,61978,1.1109842243502945
현대건설,2018-03-12,42470,40476,-4.695078879208854
롯데정밀화학,2010-08-20,68400,69000,0.8771929824561403
롯데정밀화학,2020-07-07,41350,46050,11.366384522370012
더테크놀로지,2005-01-19,6153,6232,1.283926539899236
더테크놀로지,2009-01-19,1790,1805,0.8379888268156425
더테크놀로지,2013-04-01,1900,1800,-5.263157894736842
부국철강,2021-09-03,6860,5800,-15.451895043731778
티비에이치글로벌,2011-03-29,20850,20950,0.4796163069544364
티비에이치글로벌,2015-04-03,18200,17900,-1.6483516483516485
티비에이치글로벌,2019-09-30,3100,3035,-2.0967741935483875
알티캐스트,2022-10-07,2000,1880,-6.0
한국정보인증,2018-03-09,6920,6900,-0.2890173410404624
판타지오,2006-06-13,15344,15712,2.398331595411887
오공,2006-10-16,1131,1093,-3.359858532272325
오공,2014-05-14,4076,4129,1.3002944062806674
케이피에프,2006-01-09,5760,5800,0.6944444444444444
케이피에프,2020-07-13,3925,3855,-1.78343949044586
뉴프렉스,2009-11-17,2557,2547,-0.3910833007430583
인팩,2005-04-08,1310,1240,-5.343511450381679
흥아해운,2002-04-12,3386,3122,-7.796810395747195
에스제이켐,2023-08-11,487,414,-14.989733059548255
에스제이켐,2023-08-31,463,473,2.159827213822894
에스제이켐,2024-01-18,438,479,9.360730593607306
